transaction_id,project_id,transaction_date,posting_date,transaction_type,hours,wip_amount,wip_status,write_up_down,billed_amount,invoice_id,created_at_utc
TXN-51748,PRJ-1019,2026-03-12,2026-03-12,LABOR,14.0,2450.0,2,-410.0,2040.0,INV-9113,2026-03-12T15:02:00Z
TXN-50619,PRJ-1015,2026-02-12,2026-02-13,LABOR,20.0,3000.0,2,230.0,3230.0,INV-9043,2026-02-13T20:48:00Z
TXN-50562,PRJ-1013,2026-03-18,2026-03-19,LABOR,16.0,2800.0,2,191.0,2991.0,INV-9038,2026-03-19T13:54:00Z
TXN-50377,PRJ-1009,2026-02-22,2026-02-24,LABOR,8.0,1400.0,2,-206.0,1194.0,INV-9025,2026-02-24T16:47:00Z
TXN-50263,PRJ-1007,2026-01-12,2026-01-12,LABOR,16.0,3360.0,2,-560.0,2800.0,INV-9018,2026-01-12T20:05:00Z
TXN-51519,PRJ-1035,2026-01-25,2026-01-25,LABOR,8.0,1400.0,2,105.0,1505.0,INV-9098,2026-01-25T21:53:00Z
TXN-51447,PRJ-1033,2026-02-22,2026-02-22,EXPENSE,0.0,574.0,0,0.0,0.0,,2026-02-22T14:00:00Z
TXN-50483,PRJ-1012,2026-01-12,2026-01-13,LABOR,20.0,4200.0,2,83.0,4283.0,INV-9033,2026-01-13T22:29:00Z
TXN-50147,PRJ-1004,2026-02-24,2026-02-26,LABOR,8.0,1200.0,0,0.0,0.0,,2026-02-26T16:06:00Z
TXN-51628,PRJ-1038,2026-01-12,2026-01-14,LABOR,22.0,3850.0,2,274.0,4124.0,INV-9105,2026-01-14T16:23:00Z
TXN-50908,PRJ-1021,2026-02-21,2026-02-23,EXPENSE,0.0,1137.0,2,-158.0,979.0,INV-9061,2026-02-23T14:12:00Z
TXN-50054,PRJ-1002,2026-02-18,2026-02-20,LABOR,16.0,1520.0,2,49.0,1569.0,INV-9004,2026-02-20T15:47:00Z
TXN-51418,PRJ-1032,2026-03-10,2026-03-12,LABOR,20.0,2400.0,2,-343.0,2057.0,INV-9091,2026-03-12T16:17:00Z
TXN-51464,PRJ-1033,2026-03-17,2026-03-18,LABOR,18.0,2700.0,2,-345.0,2355.0,INV-9094,2026-03-18T17:33:00Z
TXN-50705,PRJ-1017,2026-02-02,2026-02-02,EXPENSE,0.0,1307.0,2,-167.0,1140.0,INV-9049,2026-02-02T21:29:00Z
TXN-50367,PRJ-1009,2026-01-22,2026-01-23,LABOR,8.0,760.0,2,-123.0,637.0,INV-9024,2026-01-23T15:01:00Z
TXN-50013,PRJ-1001,2026-02-15,2026-02-16,LABOR,8.0,760.0,2,-10.0,750.0,INV-9002,2026-02-16T19:28:00Z
TXN-50130,PRJ-1004,2026-01-19,2026-01-21,LABOR,12.0,3000.0,2,-107.0,2893.0,INV-9009,2026-01-21T14:51:00Z
TXN-50279,PRJ-1007,2026-02-21,2026-02-21,LABOR,12.0,2100.0,2,-348.0,1752.0,INV-9019,2026-02-21T14:51:00Z
TXN-51639,PRJ-1038,2026-02-24,2026-02-25,EXPENSE,0.0,801.0,2,-127.0,674.0,INV-9106,2026-02-25T18:03:00Z
TXN-51540,PRJ-1035,2026-03-03,2026-03-05,LABOR,12.0,2520.0,0,0.0,0.0,,2026-03-05T22:34:00Z
TXN-51170,PRJ-1027,2026-02-14,2026-02-16,EXPENSE,0.0,1521.0,2,62.0,1583.0,INV-9076,2026-02-16T21:24:00Z
TXN-51415,PRJ-1032,2026-03-23,2026-03-24,LABOR,6.0,1050.0,0,0.0,0.0,,2026-03-24T22:31:00Z
TXN-50320,PRJ-1008,2026-01-06,2026-01-08,EXPENSE,0.0,578.0,2,-80.0,498.0,INV-9021,2026-01-08T16:30:00Z
TXN-51399,PRJ-1032,2026-02-18,2026-02-20,EXPENSE,0.0,754.0,0,0.0,0.0,,2026-02-20T21:12:00Z
TXN-50209,PRJ-1005,2026-03-04,2026-03-06,LABOR,14.0,2940.0,2,-344.0,2596.0,INV-9014,2026-03-06T21:22:00Z
TXN-51709,PRJ-1040,2026-01-10,2026-01-12,LABOR,12.0,1800.0,0,0.0,0.0,,2026-01-12T13:01:00Z
TXN-50249,PRJ-1006,2026-03-06,2026-03-06,LABOR,12.0,3000.0,0,0.0,0.0,,2026-03-06T22:17:00Z
TXN-50417,PRJ-1010,2026-02-02,2026-02-02,LABOR,4.0,700.0,2,-41.0,659.0,INV-9028,2026-02-02T18:38:00Z
TXN-51220,PRJ-1028,2026-02-08,2026-02-10,LABOR,22.0,2640.0,0,0.0,0.0,,2026-02-10T13:33:00Z
TXN-51507,PRJ-1034,2026-03-12,2026-03-14,LABOR,10.0,1200.0,0,0.0,0.0,,2026-03-14T16:30:00Z
TXN-50457,PRJ-1011,2026-02-07,2026-02-07,EXPENSE,0.0,2464.0,2,-145.0,2319.0,INV-9031,2026-02-07T15:02:00Z
TXN-51718,PRJ-1040,2026-02-11,2026-02-11,LABOR,20.0,3000.0,2,-319.0,2681.0,INV-9110,2026-02-11T19:14:00Z
TXN-50373,PRJ-1009,2026-01-05,2026-01-07,EXPENSE,0.0,336.0,0,0.0,0.0,,2026-01-07T20:58:00Z
TXN-50039,PRJ-1001,2026-03-16,2026-03-17,EXPENSE,0.0,1193.0,0,0.0,0.0,,2026-03-17T21:57:00Z
TXN-50145,PRJ-1004,2026-02-13,2026-02-13,LABOR,8.0,1680.0,2,-322.0,1358.0,INV-9010,2026-02-13T20:24:00Z
TXN-51160,PRJ-1027,2026-01-26,2026-01-26,LABOR,10.0,1200.0,2,-161.0,1039.0,INV-9075,2026-01-26T22:48:00Z
TXN-50759,PRJ-1018,2026-02-24,2026-02-24,LABOR,20.0,2400.0,2,-209.0,2191.0,INV-9052,2026-02-24T19:20:00Z
TXN-50077,PRJ-1002,2026-03-17,2026-03-18,LABOR,4.0,700.0,0,0.0,0.0,,2026-03-18T13:31:00Z
TXN-50116,PRJ-1003,2026-03-05,2026-03-05,EXPENSE,0.0,254.0,0,0.0,0.0,,2026-03-05T21:03:00Z
TXN-50713,PRJ-1017,2026-02-19,2026-02-19,LABOR,8.0,1200.0,0,0.0,0.0,,2026-02-19T19:00:00Z
TXN-51685,PRJ-1039,2026-02-19,2026-02-21,LABOR,22.0,4620.0,2,-207.0,4413.0,INV-9108,2026-02-21T22:22:00Z
TXN-50342,PRJ-1008,2026-02-21,2026-02-21,LABOR,20.0,3000.0,0,0.0,0.0,,2026-02-21T21:16:00Z
TXN-50302,PRJ-1007,2026-03-03,2026-03-03,LABOR,18.0,4500.0,0,0.0,0.0,,2026-03-03T13:01:00Z
TXN-50465,PRJ-1011,2026-02-14,2026-02-15,LABOR,6.0,1260.0,0,0.0,0.0,,2026-02-15T20:20:00Z
TXN-51695,PRJ-1039,2026-03-10,2026-03-12,LABOR,16.0,1520.0,0,0.0,0.0,,2026-03-12T22:25:00Z
TXN-50581,PRJ-1014,2026-02-11,2026-02-11,EXPENSE,0.0,2259.0,2,-185.0,2074.0,INV-9040,2026-02-11T18:42:00Z
TXN-51630,PRJ-1038,2026-01-11,2026-01-11,LABOR,16.0,4000.0,2,-81.0,3919.0,INV-9105,2026-01-11T22:58:00Z
TXN-51594,PRJ-1037,2026-01-02,2026-01-02,LABOR,14.0,1330.0,2,-24.0,1306.0,INV-9103,2026-01-02T20:50:00Z
TXN-50215,PRJ-1005,2026-01-22,2026-01-22,LABOR,14.0,2100.0,1,0.0,0.0,,2026-01-22T18:23:00Z
TXN-50629,PRJ-1015,2026-02-18,2026-02-19,LABOR,8.0,1400.0,0,0.0,0.0,,2026-02-19T13:11:00Z
TXN-50339,PRJ-1008,2026-02-06,2026-02-08,LABOR,10.0,2100.0,0,0.0,0.0,,2026-02-08T14:23:00Z
TXN-50443,PRJ-1011,2026-01-10,2026-01-10,LABOR,18.0,3780.0,2,-454.0,3326.0,INV-9030,2026-01-10T18:20:00Z
TXN-51054,PRJ-1024,2026-03-09,2026-03-10,LABOR,4.0,480.0,0,0.0,0.0,,2026-03-10T17:46:00Z
TXN-50775,PRJ-1018,2026-03-14,2026-03-14,LABOR,14.0,3500.0,0,0.0,0.0,,2026-03-14T21:31:00Z
TXN-50598,PRJ-1014,2026-03-03,2026-03-05,EXPENSE,0.0,1280.0,0,0.0,0.0,,2026-03-05T21:10:00Z
TXN-51003,PRJ-1023,2026-03-18,2026-03-19,LABOR,16.0,3360.0,0,0.0,0.0,,2026-03-19T22:14:00Z
TXN-51599,PRJ-1037,2026-02-14,2026-02-15,EXPENSE,0.0,2006.0,2,-328.0,1678.0,INV-9104,2026-02-15T17:53:00Z
TXN-50424,PRJ-1010,2026-02-13,2026-02-15,EXPENSE,0.0,385.0,0,0.0,0.0,,2026-02-15T13:32:00Z
TXN-51134,PRJ-1026,2026-02-26,2026-02-26,EXPENSE,0.0,362.0,0,0.0,0.0,,2026-02-26T14:36:00Z
TXN-51231,PRJ-1028,2026-03-21,2026-03-21,EXPENSE,0.0,1685.0,0,0.0,0.0,,2026-03-21T18:00:00Z
TXN-50897,PRJ-1021,2026-01-15,2026-01-16,EXPENSE,0.0,2246.0,0,0.0,0.0,,2026-01-16T17:30:00Z
TXN-50309,PRJ-1007,2026-03-11,2026-03-12,LABOR,10.0,950.0,0,0.0,0.0,,2026-03-12T15:32:00Z
TXN-50811,PRJ-1019,2026-02-04,2026-02-05,LABOR,6.0,1260.0,2,-232.0,1028.0,INV-9055,2026-02-05T21:13:00Z
TXN-50584,PRJ-1014,2026-02-14,2026-02-15,EXPENSE,0.0,586.0,2,-85.0,501.0,INV-9040,2026-02-15T20:42:00Z
TXN-50117,PRJ-1003,2026-03-04,2026-03-04,LABOR,12.0,1440.0,0,0.0,0.0,,2026-03-04T20:18:00Z
TXN-51680,PRJ-1039,2026-02-02,2026-02-02,LABOR,16.0,4000.0,2,201.0,4201.0,INV-9108,2026-02-02T21:54:00Z
TXN-51703,PRJ-1040,2026-01-06,2026-01-06,LABOR,18.0,2700.0,2,210.0,2910.0,INV-9109,2026-01-06T22:39:00Z
TXN-51237,PRJ-1028,2026-03-18,2026-03-18,LABOR,22.0,5500.0,0,0.0,0.0,,2026-03-18T20:14:00Z
TXN-51532,PRJ-1035,2026-02-24,2026-02-25,EXPENSE,0.0,1071.0,0,0.0,0.0,,2026-02-25T16:46:00Z
TXN-50172,PRJ-1005,2026-01-04,2026-01-04,LABOR,20.0,1900.0,2,-321.0,1579.0,INV-9012,2026-01-04T20:37:00Z
TXN-50250,PRJ-1006,2026-03-27,2026-03-28,LABOR,4.0,700.0,0,0.0,0.0,,2026-03-28T20:14:00Z
TXN-50895,PRJ-1021,2026-01-12,2026-01-13,LABOR,18.0,3150.0,0,0.0,0.0,,2026-01-13T15:32:00Z
TXN-50652,PRJ-1016,2026-01-19,2026-01-21,LABOR,12.0,2520.0,2,-331.0,2189.0,INV-9045,2026-01-21T13:39:00Z
TXN-51297,PRJ-1030,2026-01-04,2026-01-06,LABOR,20.0,5000.0,2,-722.0,4278.0,INV-9083,2026-01-06T17:16:00Z
TXN-51055,PRJ-1024,2026-03-03,2026-03-03,LABOR,4.0,700.0,2,30.0,730.0,INV-9069,2026-03-03T19:55:00Z
TXN-50792,PRJ-1019,2026-01-24,2026-01-24,EXPENSE,0.0,1248.0,2,-142.0,1106.0,INV-9054,2026-01-24T14:45:00Z
TXN-50979,PRJ-1023,2026-01-22,2026-01-23,LABOR,14.0,3500.0,2,-332.0,3168.0,INV-9065,2026-01-23T16:52:00Z
TXN-51048,PRJ-1024,2026-03-03,2026-03-03,LABOR,12.0,2100.0,0,0.0,0.0,,2026-03-03T13:30:00Z
TXN-50645,PRJ-1015,2026-03-05,2026-03-06,EXPENSE,0.0,823.0,0,0.0,0.0,,2026-03-06T14:25:00Z
TXN-50154,PRJ-1004,2026-03-18,2026-03-20,LABOR,10.0,2500.0,0,0.0,0.0,,2026-03-20T22:57:00Z
TXN-50469,PRJ-1011,2026-03-13,2026-03-14,LABOR,4.0,1000.0,0,0.0,0.0,,2026-03-14T19:15:00Z
TXN-51071,PRJ-1025,2026-01-09,2026-01-10,LABOR,22.0,3300.0,0,0.0,0.0,,2026-01-10T21:47:00Z
TXN-51159,PRJ-1027,2026-01-10,2026-01-11,LABOR,12.0,1140.0,2,-75.0,1065.0,INV-9075,2026-01-11T20:26:00Z
TXN-50530,PRJ-1013,2026-01-02,2026-01-02,EXPENSE,0.0,1520.0,0,0.0,0.0,,2026-01-02T22:15:00Z
TXN-50129,PRJ-1004,2026-01-21,2026-01-22,LABOR,22.0,5500.0,2,-357.0,5143.0,INV-9009,2026-01-22T18:46:00Z
TXN-51247,PRJ-1029,2026-01-09,2026-01-11,LABOR,16.0,4000.0,2,-307.0,3693.0,INV-9080,2026-01-11T15:05:00Z
TXN-51124,PRJ-1026,2026-02-09,2026-02-10,LABOR,4.0,600.0,2,-74.0,526.0,INV-9074,2026-02-10T15:30:00Z
TXN-50818,PRJ-1019,2026-02-11,2026-02-12,LABOR,22.0,3300.0,0,0.0,0.0,,2026-02-12T16:41:00Z
TXN-51256,PRJ-1029,2026-01-22,2026-01-24,LABOR,18.0,3780.0,0,0.0,0.0,,2026-01-24T20:25:00Z
TXN-50437,PRJ-1010,2026-03-12,2026-03-13,LABOR,14.0,2450.0,2,-439.0,2011.0,INV-9029,2026-03-13T20:42:00Z
TXN-50685,PRJ-1016,2026-03-07,2026-03-07,LABOR,6.0,720.0,0,0.0,0.0,,2026-03-07T20:49:00Z
TXN-50041,PRJ-1002,2026-01-03,2026-01-03,EXPENSE,0.0,1132.0,2,56.0,1188.0,INV-9003,2026-01-03T13:44:00Z
TXN-51017,PRJ-1024,2026-01-04,2026-01-06,LABOR,12.0,2520.0,2,54.0,2574.0,INV-9067,2026-01-06T19:56:00Z
TXN-51538,PRJ-1035,2026-03-06,2026-03-08,LABOR,12.0,2100.0,0,0.0,0.0,,2026-03-08T18:20:00Z
TXN-51489,PRJ-1034,2026-02-25,2026-02-25,LABOR,12.0,3000.0,2,-497.0,2503.0,INV-9096,2026-02-25T16:27:00Z
TXN-51557,PRJ-1036,2026-01-15,2026-01-15,LABOR,20.0,5000.0,2,-925.0,4075.0,INV-9100,2026-01-15T21:15:00Z
TXN-50155,PRJ-1004,2026-03-21,2026-03-22,LABOR,14.0,2100.0,0,0.0,0.0,,2026-03-22T21:23:00Z
TXN-50296,PRJ-1007,2026-03-06,2026-03-07,LABOR,18.0,2160.0,0,0.0,0.0,,2026-03-07T18:14:00Z
TXN-50539,PRJ-1013,2026-02-10,2026-02-12,EXPENSE,0.0,1767.0,2,-63.0,1704.0,INV-9037,2026-02-12T14:39:00Z
TXN-50178,PRJ-1005,2026-02-10,2026-02-12,LABOR,4.0,840.0,2,-164.0,676.0,INV-9013,2026-02-12T16:42:00Z
TXN-50448,PRJ-1011,2026-01-19,2026-01-20,LABOR,10.0,1750.0,2,-297.0,1453.0,INV-9030,2026-01-20T17:00:00Z
TXN-50755,PRJ-1018,2026-02-24,2026-02-24,EXPENSE,0.0,1145.0,2,62.0,1207.0,INV-9052,2026-02-24T18:02:00Z
TXN-50124,PRJ-1003,2026-03-23,2026-03-25,LABOR,22.0,3850.0,2,-347.0,3503.0,INV-9008,2026-03-25T17:19:00Z
TXN-51422,PRJ-1032,2026-03-16,2026-03-17,LABOR,6.0,570.0,2,-18.0,552.0,INV-9091,2026-03-17T13:45:00Z
TXN-50125,PRJ-1003,2026-03-04,2026-03-06,LABOR,18.0,2700.0,2,-426.0,2274.0,INV-9008,2026-03-06T17:18:00Z
TXN-51654,PRJ-1038,2026-03-24,2026-03-26,LABOR,20.0,4200.0,0,0.0,0.0,,2026-03-26T14:43:00Z
TXN-51490,PRJ-1034,2026-02-25,2026-02-26,LABOR,12.0,2100.0,2,-64.0,2036.0,INV-9096,2026-02-26T17:09:00Z
TXN-50603,PRJ-1014,2026-03-08,2026-03-08,LABOR,8.0,760.0,0,0.0,0.0,,2026-03-08T21:57:00Z
TXN-50697,PRJ-1017,2026-01-17,2026-01-17,EXPENSE,0.0,250.0,2,8.0,258.0,INV-9048,2026-01-17T13:24:00Z
TXN-50420,PRJ-1010,2026-02-27,2026-02-28,LABOR,22.0,2640.0,0,0.0,0.0,,2026-02-28T14:10:00Z
TXN-51613,PRJ-1037,2026-03-19,2026-03-20,LABOR,10.0,1500.0,0,0.0,0.0,,2026-03-20T16:54:00Z
TXN-51379,PRJ-1032,2026-01-23,2026-01-25,LABOR,4.0,480.0,2,-92.0,388.0,INV-9089,2026-01-25T14:50:00Z
TXN-51481,PRJ-1034,2026-01-22,2026-01-24,LABOR,4.0,480.0,0,0.0,0.0,,2026-01-24T21:50:00Z
TXN-51733,PRJ-1040,2026-03-27,2026-03-27,LABOR,4.0,700.0,0,0.0,0.0,,2026-03-27T21:10:00Z
TXN-51369,PRJ-1031,2026-03-02,2026-03-02,LABOR,22.0,2090.0,0,0.0,0.0,,2026-03-02T18:55:00Z
TXN-50330,PRJ-1008,2026-02-03,2026-02-05,LABOR,14.0,2940.0,2,-546.0,2394.0,INV-9022,2026-02-05T19:35:00Z
TXN-51668,PRJ-1039,2026-01-03,2026-01-04,LABOR,14.0,1680.0,2,-127.0,1553.0,INV-9107,2026-01-04T22:31:00Z
TXN-51583,PRJ-1036,2026-03-13,2026-03-15,LABOR,8.0,1400.0,0,0.0,0.0,,2026-03-15T20:23:00Z
TXN-50638,PRJ-1015,2026-03-02,2026-03-03,LABOR,8.0,2000.0,0,0.0,0.0,,2026-03-03T15:07:00Z
TXN-51426,PRJ-1033,2026-01-13,2026-01-14,LABOR,22.0,5500.0,2,-407.0,5093.0,INV-9092,2026-01-14T14:19:00Z
TXN-51661,PRJ-1038,2026-03-06,2026-03-08,LABOR,18.0,2700.0,0,0.0,0.0,,2026-03-08T14:59:00Z
TXN-50781,PRJ-1018,2026-03-27,2026-03-27,EXPENSE,0.0,2430.0,0,0.0,0.0,,2026-03-27T21:45:00Z
TXN-51206,PRJ-1028,2026-01-23,2026-01-24,LABOR,10.0,2100.0,0,0.0,0.0,,2026-01-24T15:05:00Z
TXN-51253,PRJ-1029,2026-01-22,2026-01-22,LABOR,10.0,2100.0,2,-79.0,2021.0,INV-9080,2026-01-22T15:49:00Z
TXN-51112,PRJ-1026,2026-01-08,2026-01-09,LABOR,14.0,3500.0,2,-507.0,2993.0,INV-9073,2026-01-09T20:03:00Z
TXN-50853,PRJ-1020,2026-02-13,2026-02-13,LABOR,20.0,3500.0,2,-60.0,3440.0,INV-9058,2026-02-13T13:36:00Z
TXN-50654,PRJ-1016,2026-01-09,2026-01-11,LABOR,12.0,2100.0,2,143.0,2243.0,INV-9045,2026-01-11T20:38:00Z
TXN-50366,PRJ-1009,2026-01-06,2026-01-07,LABOR,12.0,1440.0,2,78.0,1518.0,INV-9024,2026-01-07T20:32:00Z
TXN-50825,PRJ-1019,2026-03-25,2026-03-27,EXPENSE,0.0,1002.0,0,0.0,0.0,,2026-03-27T20:24:00Z
TXN-50547,PRJ-1013,2026-03-26,2026-03-27,LABOR,18.0,2700.0,0,0.0,0.0,,2026-03-27T21:51:00Z
TXN-51132,PRJ-1026,2026-02-21,2026-02-23,LABOR,20.0,1900.0,2,-227.0,1673.0,INV-9074,2026-02-23T18:30:00Z
TXN-50486,PRJ-1012,2026-01-16,2026-01-17,LABOR,18.0,2700.0,2,77.0,2777.0,INV-9033,2026-01-17T18:00:00Z
TXN-50196,PRJ-1005,2026-03-22,2026-03-24,EXPENSE,0.0,1601.0,0,0.0,0.0,,2026-03-24T16:37:00Z
TXN-50549,PRJ-1013,2026-03-22,2026-03-22,LABOR,6.0,900.0,0,0.0,0.0,,2026-03-22T22:56:00Z
TXN-51103,PRJ-1025,2026-03-02,2026-03-02,LABOR,10.0,1750.0,2,-46.0,1704.0,INV-9072,2026-03-02T13:34:00Z
TXN-51269,PRJ-1029,2026-02-05,2026-02-05,LABOR,18.0,3780.0,0,0.0,0.0,,2026-02-05T16:03:00Z
TXN-51556,PRJ-1036,2026-01-24,2026-01-25,LABOR,18.0,1710.0,2,-55.0,1655.0,INV-9100,2026-01-25T22:11:00Z
TXN-51009,PRJ-1023,2026-03-11,2026-03-13,LABOR,4.0,600.0,0,0.0,0.0,,2026-03-13T22:41:00Z
TXN-50481,PRJ-1012,2026-01-25,2026-01-27,LABOR,12.0,2520.0,2,-209.0,2311.0,INV-9033,2026-01-27T18:28:00Z
TXN-50387,PRJ-1009,2026-02-15,2026-02-16,LABOR,18.0,3780.0,0,0.0,0.0,,2026-02-16T15:24:00Z
TXN-50258,PRJ-1006,2026-03-24,2026-03-26,LABOR,4.0,480.0,2,-87.0,393.0,INV-9017,2026-03-26T18:30:00Z
TXN-50770,PRJ-1018,2026-02-22,2026-02-24,LABOR,14.0,2100.0,0,0.0,0.0,,2026-02-24T20:33:00Z
TXN-50940,PRJ-1022,2026-02-19,2026-02-19,LABOR,10.0,2100.0,2,-381.0,1719.0,INV-9063,2026-02-19T18:10:00Z
TXN-50789,PRJ-1019,2026-01-16,2026-01-16,LABOR,10.0,1200.0,2,29.0,1229.0,INV-9054,2026-01-16T15:56:00Z
TXN-50663,PRJ-1016,2026-01-16,2026-01-18,LABOR,6.0,1050.0,2,32.0,1082.0,INV-9045,2026-01-18T20:08:00Z
TXN-50565,PRJ-1013,2026-03-13,2026-03-13,LABOR,22.0,2640.0,1,0.0,0.0,,2026-03-13T18:32:00Z
TXN-50726,PRJ-1017,2026-03-03,2026-03-03,LABOR,22.0,4620.0,0,0.0,0.0,,2026-03-03T16:57:00Z
TXN-51744,PRJ-1040,2026-03-10,2026-03-12,LABOR,20.0,4200.0,2,-135.0,4065.0,INV-9111,2026-03-12T13:40:00Z
TXN-50672,PRJ-1016,2026-02-18,2026-02-19,EXPENSE,0.0,994.0,2,-128.0,866.0,INV-9046,2026-02-19T13:22:00Z
TXN-50034,PRJ-1001,2026-03-08,2026-03-10,LABOR,10.0,2500.0,0,0.0,0.0,,2026-03-10T17:17:00Z
TXN-50081,PRJ-1002,2026-03-18,2026-03-18,LABOR,6.0,570.0,0,0.0,0.0,,2026-03-18T18:28:00Z
TXN-50829,PRJ-1019,2026-03-21,2026-03-22,EXPENSE,0.0,2345.0,0,0.0,0.0,,2026-03-22T17:34:00Z
TXN-51046,PRJ-1024,2026-03-13,2026-03-14,LABOR,6.0,900.0,0,0.0,0.0,,2026-03-14T20:27:00Z
TXN-51323,PRJ-1030,2026-02-12,2026-02-14,LABOR,20.0,1900.0,0,0.0,0.0,,2026-02-14T13:09:00Z
TXN-50444,PRJ-1011,2026-01-02,2026-01-04,LABOR,10.0,2500.0,2,-188.0,2312.0,INV-9030,2026-01-04T21:57:00Z
TXN-50066,PRJ-1002,2026-02-26,2026-02-28,EXPENSE,0.0,319.0,0,0.0,0.0,,2026-02-28T21:54:00Z
TXN-50871,PRJ-1020,2026-03-10,2026-03-10,LABOR,22.0,2640.0,0,0.0,0.0,,2026-03-10T18:14:00Z
TXN-51438,PRJ-1033,2026-02-22,2026-02-23,LABOR,18.0,4500.0,2,-184.0,4316.0,INV-9093,2026-02-23T18:06:00Z
TXN-50059,PRJ-1002,2026-02-10,2026-02-10,LABOR,22.0,5500.0,2,-845.0,4655.0,INV-9004,2026-02-10T14:17:00Z
TXN-51081,PRJ-1025,2026-02-15,2026-02-15,LABOR,8.0,1400.0,2,-76.0,1324.0,INV-9071,2026-02-15T15:33:00Z
TXN-50571,PRJ-1014,2026-01-18,2026-01-18,EXPENSE,0.0,1766.0,2,-293.0,1473.0,INV-9039,2026-01-18T14:55:00Z
TXN-51365,PRJ-1031,2026-03-14,2026-03-15,LABOR,16.0,2800.0,0,0.0,0.0,,2026-03-15T16:46:00Z
TXN-50089,PRJ-1003,2026-01-24,2026-01-26,LABOR,16.0,2400.0,2,-19.0,2381.0,INV-9006,2026-01-26T18:32:00Z
TXN-51641,PRJ-1038,2026-02-11,2026-02-12,LABOR,22.0,3850.0,2,81.0,3931.0,INV-9106,2026-02-12T14:25:00Z
TXN-51154,PRJ-1027,2026-01-08,2026-01-09,EXPENSE,0.0,584.0,2,-75.0,509.0,INV-9075,2026-01-09T18:41:00Z
TXN-50960,PRJ-1022,2026-03-16,2026-03-16,LABOR,16.0,3360.0,0,0.0,0.0,,2026-03-16T15:53:00Z
TXN-50255,PRJ-1006,2026-03-06,2026-03-07,LABOR,10.0,2100.0,2,-212.0,1888.0,INV-9017,2026-03-07T16:47:00Z
TXN-50938,PRJ-1022,2026-01-02,2026-01-04,LABOR,10.0,2100.0,0,0.0,0.0,,2026-01-04T15:33:00Z
TXN-51014,PRJ-1024,2026-01-24,2026-01-26,LABOR,14.0,2450.0,2,28.0,2478.0,INV-9067,2026-01-26T15:02:00Z
TXN-50597,PRJ-1014,2026-03-08,2026-03-09,EXPENSE,0.0,1316.0,0,0.0,0.0,,2026-03-09T16:22:00Z
TXN-50018,PRJ-1001,2026-02-12,2026-02-13,LABOR,20.0,3000.0,2,-524.0,2476.0,INV-9002,2026-02-13T13:46:00Z
TXN-50725,PRJ-1017,2026-03-06,2026-03-08,LABOR,4.0,600.0,0,0.0,0.0,,2026-03-08T21:20:00Z
TXN-51432,PRJ-1033,2026-01-18,2026-01-20,EXPENSE,0.0,2142.0,0,0.0,0.0,,2026-01-20T15:01:00Z
TXN-51767,PRJ-1029,2026-03-30,2026-04-02,LABOR,20.0,3500.0,0,0.0,0.0,,2026-04-02T22:23:00Z
TXN-51149,PRJ-1026,2026-03-23,2026-03-25,LABOR,4.0,1000.0,0,0.0,0.0,,2026-03-25T13:14:00Z
TXN-50100,PRJ-1003,2026-02-06,2026-02-08,LABOR,18.0,1710.0,2,-2.0,1708.0,INV-9007,2026-02-08T15:31:00Z
TXN-51684,PRJ-1039,2026-02-15,2026-02-17,LABOR,18.0,1710.0,2,-166.0,1544.0,INV-9108,2026-02-17T14:15:00Z
TXN-50364,PRJ-1009,2026-01-27,2026-01-27,LABOR,12.0,1440.0,2,-189.0,1251.0,INV-9024,2026-01-27T22:59:00Z
TXN-50852,PRJ-1020,2026-01-09,2026-01-09,LABOR,12.0,3000.0,0,0.0,0.0,,2026-01-09T13:45:00Z
TXN-50617,PRJ-1015,2026-01-14,2026-01-14,LABOR,4.0,700.0,0,0.0,0.0,,2026-01-14T15:21:00Z
TXN-50037,PRJ-1001,2026-03-08,2026-03-09,LABOR,22.0,4620.0,0,0.0,0.0,,2026-03-09T16:06:00Z
TXN-50097,PRJ-1003,2026-02-24,2026-02-24,EXPENSE,0.0,218.0,2,13.0,231.0,INV-9007,2026-02-24T14:46:00Z
TXN-50924,PRJ-1021,2026-03-14,2026-03-16,LABOR,14.0,2100.0,0,0.0,0.0,,2026-03-16T22:02:00Z
TXN-50710,PRJ-1017,2026-02-21,2026-02-22,EXPENSE,0.0,2132.0,0,0.0,0.0,,2026-02-22T17:05:00Z
TXN-50925,PRJ-1021,2026-03-03,2026-03-05,LABOR,12.0,2100.0,0,0.0,0.0,,2026-03-05T18:38:00Z
TXN-50135,PRJ-1004,2026-01-27,2026-01-29,LABOR,16.0,4000.0,2,212.0,4212.0,INV-9009,2026-01-29T20:30:00Z
TXN-50790,PRJ-1019,2026-01-14,2026-01-15,LABOR,22.0,3300.0,2,-3.0,3297.0,INV-9054,2026-01-15T18:36:00Z
TXN-51609,PRJ-1037,2026-03-24,2026-03-26,LABOR,14.0,2100.0,0,0.0,0.0,,2026-03-26T20:40:00Z
TXN-50616,PRJ-1015,2026-01-19,2026-01-20,LABOR,6.0,720.0,0,0.0,0.0,,2026-01-20T18:08:00Z
TXN-51689,PRJ-1039,2026-03-12,2026-03-13,EXPENSE,0.0,1531.0,0,0.0,0.0,,2026-03-13T14:59:00Z
